instrument_key,float_mktcap_hkd,total_mktcap_hkd,circulating_mktcap_hkd,market_cap_field_name,market_cap_as_of_date,market_cap_source_label,market_cap_currency,market_cap_admissibility_note,latest_turnover_hkd,latest_volume_shares,liquidity_field_name,liquidity_as_of_date,liquidity_source_label,liquidity_currency,as_of_date,source_label
08027,,26995200.000000,26995200.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,48920.000000,395000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08026,,529392502.000000,529392502.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08023,,167284320.000000,167284320.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,1680.000000,6000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08021,,172405212.000000,172405212.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,260850.000000,1050000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08020,,52259187.000000,52259187.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,3000.000000,150000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08019,,74775132.000000,74775132.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08018,,20673550.000000,20673550.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,29410.000000,700000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08017,,834184480.000000,834184480.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,3459560.000000,2892000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08013,,86400000.000000,86400000.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,14820.000000,280000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08007,,100711256.000000,100711256.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,217300.000000,520000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08006,,40573756.000000,40573756.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,2206.000000,20075.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08005,,174139336.000000,174139336.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08003,,30568800.000000,30568800.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,176814.000000,1776000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
08001,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07855,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07841,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07836,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07827,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07801,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07799,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,782644.000000,96360.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07788,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,3226463.000000,17190.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07777,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,51609.000000,960.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07766,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,3102826.000000,24180.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07747,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,1392837632.000000,9155865.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07711,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,1026574.000000,28840.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07709,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,4263868816.000000,43923315.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07688,,15953804174.000000,14480013798.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,132541205.000000,3314416.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07666,,19454433788.000000,17773392754.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,90368391.000000,5480269.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07630,,10411425401.000000,10411425401.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,66627710.000000,1869090.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07618,,40508551476.000000,40508551476.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,13981052.000000,949227.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07588,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,14785077.000000,9513600.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07568,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,19219622.000000,8081800.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07552,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,644373792.000000,379956304.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07522,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,1725795.000000,469300.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07515,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,14292221.000000,875200.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07500,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,506218080.000000,292914896.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07489,,21601600000.000000,5197189575.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,25262188.000000,4295208.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07399,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,408737.000000,15490.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07388,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,823853.000000,66310.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07376,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,110802.000000,22700.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07373,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07366,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,619860.000000,67080.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07362,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07348,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07347,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,18409876.000000,226316000.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07345,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07336,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07333,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07332,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07331,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07322,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,0.000000,0.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07311,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,392543.000000,42520.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07300,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,15832785.000000,4696900.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07299,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,10003110.000000,375800.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07288,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,28812857.000000,9565600.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07266,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,3351950.000000,80400.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07262,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,1260587.000000,7300.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
07261,,0.000000,0.000000,eastmoney_f20_total_market_cap;eastmoney_f21_circulating_market_cap,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,Public Eastmoney HK quote snapshot. f20/f21 are treated as total/circulating market cap reference only; do not promote to float_mktcap_hkd or verified fact truth.,203978.000000,3700.000000,eastmoney_f6_turnover;eastmoney_f5_volume,2026-05-25,eastmoney_hk_spot_market_snapshot,HKD,2026-05-25,eastmoney_hk_spot_market_snapshot
